"url","name","description","latitude","longitude","flg_takeout","flg_delivery","flg_sushi","flg_sabae","flg_takeoutsabae","flg_tyuuka","flg_shinyokoe","flg_genre","flg_yousyoku","flg_don","flg_nakagawa","flg_teppan","flg_izakaya","flg_wasyoku","flg_shinmei","flg_firstfood","flg_others","flg_cafe","flg_tachimachi","flg_yakiniku","flg_kitanakayama","flg_yoshikawa","flg_kawada"
"https://takeout-dish.com/sabae/misonohanten/","御園飯店","創業昭和47年。年間来店者数4万人以上！年間20万個売れる名物焼き餃子をはじめ、進化形チャーハンの絶品スぺ天、ボリューム満点デカうま骨付き唐揚げなど、100種以上のメニューがテイクアウト可能。
また、冷凍食品などのお取り寄せも販売中！さらに、企業、団体、店舗など場所の特定ができ、距離が配達可能エリアならば出前もします！もちろん出前料金は頂きません！！
そして・・・テイクアウト等でご来店していただいたお客様にはただ今期間限定で次回使える餃子券をプレゼントしています。ぜひぜひ当店のテイクアウトご利用ください。※4/19(日)まで営業を自粛しております。4/20(月)より通常予定です。","35.2333367","135.6741752",1,1,,,1,1,,,,,,,,,1,,,,,,,,
"https://takeout-dish.com/sabae/bakunosumumori/","獏の棲む森","お弁当に加えて、店内メニューのテイクアウトも可能となっております。
また当店ホームページ上で『コロナに負けるな！』キャンペーン実施中です。そちらも御覧ください。","35.945402","136.1927293",1,1,,,1,,1,1,1,1,,1,1,,,,,,,1,,,
"https://takeout-dish.com/sabae/ushio/","スシハウス潮（うしお）","美味しい物を食べたくなったら、ぜひ潮へお越しください。","35.9797237","136.1808992",1,,1,,1,,,,,,,,1,1,1,,,,,,,,
"https://takeout-dish.com/sabae/isamuzushi/","勇寿し","旬の近海天然物を中心に提供させて頂いております。
","35.943325","136.1841962",1,,1,1,1,,,,,,,,,1,,,,,,,,,
"https://takeout-dish.com/sabae/fujiyakaikan/","富士屋会館　restaurant＆cafe fuji","お店をそのままテイクアウト！ご家庭に活気、笑顔を！それが飲食店のつとめです！
","35.945436","136.1777503",1,,,1,1,,,,1,1,,,,1,,,,1,,1,,,
"https://takeout-dish.com/sabae/honano/","coffee shop HONANO","自家焙煎珈琲のお店です。
","35.9372247","136.1856068",1,1,,1,1,,,,,,,,,,,,,1,,,,,
"https://takeout-dish.com/sabae/kankichi/","かんきち鯖江店","市場直送の鮮魚を使った美味しいお寿司が自慢です。","35.9710181","136.174029",1,,1,,1,,,,,,,,1,,1,,,,,,,,
"https://takeout-dish.com/sabae/hoyattei/","山うに屋　ほやっ亭","当店では、河和田の伝統薬味『山うに』と、トロトロたこ焼きの絶妙なハーモニーがお楽しみいただけます。
また、4月11日（予定）より河和田げんき焼き(大判焼きと山うにのハーモニー、味4種)も新発売予定です！どうぞお楽しみに‼️","35.948647","136.2703694",1,,,,1,,,,,,,1,,,,1,,,,,,,1
"https://takeout-dish.com/sabae/kamakura/","釜めし専門店　釜蔵","福井県産コシヒカリ100％と旬の素材を活かした釜めしの専門店です。新鮮な日本海の食材を知り尽くした職人が、ご注文を頂いてから、一人前ずつじっくり炊き上げます。
ソースカツ丼、おろしそばなどの福井の味も楽しめます。","35.9478298","136.1908546",1,1,,1,1,,,,,1,,,,1,,,,,,,,,
"https://takeout-dish.com/sabae/marukome/","三六酒場まるこめ","一押しのまるこめ餃子、串焼き盛り３０本盛り、オリジナルオードブルでお家でハッピー♪
","35.972045","136.1758801",1,1,,,1,,,,,,,,1,,1,,,,,,,,
"https://takeout-dish.com/sabae/mikinoya/","みきのや","お店で提供しているお酒に合うツマミをご自宅でお楽しみいただけます。家族で食べるオードブル。刺身の盛り合わせ。おひとり用のお弁当もご用意しています。晩酌セットはメニューの中からどれを選んでも3つで税込1600円でご提供しますので、軽くつまみたい時に良ければご利用下さい。","35.985512","136.1804621",1,,,,1,,,,,1,,,1,1,,,,,1,,,,
"https://takeout-dish.com/sabae/miichan/","居酒屋みーちゃん","ご家庭で居酒屋みーちゃん気分を楽しんでください。
","35.9445363","136.1739723",1,,,1,1,,,,,,,,1,,,,,,,,,,
"https://takeout-dish.com/sabae/sabaecityhotel/","サバエ・シティーホテル","今までのお弁当からレストランで人気のものまで揃えました。おうちでもホテルの味を是非楽しんで下さい。
","35.9471444","136.1791612",1,,,1,1,,,,1,1,,,,1,,,,,,1,,,
"https://takeout-dish.com/sabae/botejyu/","ぼてじゅう","お好み焼き界のパイオニア“ぼてじゅう”キャベツだけじゃない！ 玉ねぎ、茄子など地元野菜を使った新しいお好み焼きもおすすめです♪","35.9706986","136.178982",1,,,,1,,,,,,,1,1,,1,,,,,,,,
"https://takeout-dish.com/sabae/kyuryuhanten/","九龍飯店","お店のお料理をお家でどうぞ。ほとんどの単品料理、オードブル、お弁当などさまざまに対応しています。","35.944646","136.1740393",1,,,1,1,1,,,,,,,,,,,,,,,,,
"https://takeout-dish.com/sabae/toudeya/","御殿 當田屋","ご自宅でちょっと贅沢しませんか？
老舗料亭のお弁当を是非ご賞味ください。 ご予算やメニューなど、できる限りのご要望お聞き致しますのでお気軽にお問い合わせください。
","35.945152","136.1822723",1,,,1,1,,,,,1,,,,1,,,,,,,,,
